cat_id,store_id,state_id,d,demand,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_weekend
FOODS,CA_1,CA,d_49,2005,2011-03-18,11107,Friday,7,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_50,2826,2011-03-19,11108,Saturday,1,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_51,2795,2011-03-20,11108,Sunday,2,3,2011,Purim End,Religious,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_52,1935,2011-03-21,11108,Monday,3,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_53,1595,2011-03-22,11108,Tuesday,4,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_54,1473,2011-03-23,11108,Wednesday,5,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_55,1431,2011-03-24,11108,Thursday,6,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_56,1869,2011-03-25,11108,Friday,7,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_57,2648,2011-03-26,11109,Saturday,1,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_58,2801,2011-03-27,11109,Sunday,2,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_59,1903,2011-03-28,11109,Monday,3,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_60,1471,2011-03-29,11109,Tuesday,4,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_61,1612,2011-03-30,11109,Wednesday,5,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_62,1849,2011-03-31,11109,Thursday,6,3,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_63,2528,2011-04-01,11109,Friday,7,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_64,3013,2011-04-02,11110,Saturday,1,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,CA_1,CA,d_65,3136,2011-04-03,11110,Sunday,2,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,CA_1,CA,d_66,2615,2011-04-04,11110,Monday,3,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,CA_1,CA,d_67,2047,2011-04-05,11110,Tuesday,4,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_68,1897,2011-04-06,11110,Wednesday,5,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_69,2150,2011-04-07,11110,Thursday,6,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_70,2342,2011-04-08,11110,Friday,7,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,CA_1,CA,d_71,2825,2011-04-09,11111,Saturday,1,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,CA_1,CA,d_72,2978,2011-04-10,11111,Sunday,2,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,CA_1,CA,d_73,2007,2011-04-11,11111,Monday,3,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_74,1653,2011-04-12,11111,Tuesday,4,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_75,1550,2011-04-13,11111,Wednesday,5,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,CA_1,CA,d_76,1631,2011-04-14,11111,Thursday,6,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,CA_1,CA,d_77,2141,2011-04-15,11111,Friday,7,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_78,2465,2011-04-16,11112,Saturday,1,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_79,2980,2011-04-17,11112,Sunday,2,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_80,1833,2011-04-18,11112,Monday,3,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_81,1628,2011-04-19,11112,Tuesday,4,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_82,1520,2011-04-20,11112,Wednesday,5,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_83,1759,2011-04-21,11112,Thursday,6,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_84,2274,2011-04-22,11112,Friday,7,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_85,2909,2011-04-23,11113,Saturday,1,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_86,2051,2011-04-24,11113,Sunday,2,4,2011,OrthodoxEaster,Religious,Easter,Cultural,0,0,0,1
FOODS,CA_1,CA,d_87,1518,2011-04-25,11113,Monday,3,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_88,1411,2011-04-26,11113,Tuesday,4,4,2011,Pesach End,Religious,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_89,1294,2011-04-27,11113,Wednesday,5,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_90,1374,2011-04-28,11113,Thursday,6,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_91,1808,2011-04-29,11113,Friday,7,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_92,2278,2011-04-30,11114,Saturday,1,4,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_93,2550,2011-05-01,11114,Sunday,2,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,CA_1,CA,d_94,1962,2011-05-02,11114,Monday,3,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,CA_1,CA,d_95,2044,2011-05-03,11114,Tuesday,4,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_96,1924,2011-05-04,11114,Wednesday,5,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,CA_1,CA,d_97,1648,2011-05-05,11114,Thursday,6,5,2011,Cinco De Mayo,Cultural,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_98,2322,2011-05-06,11114,Friday,7,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_99,2605,2011-05-07,11115,Saturday,1,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,1
FOODS,CA_1,CA,d_100,2096,2011-05-08,11115,Sunday,2,5,2011,Mother's day,Cultural,NoEvent,NoEvent,1,0,1,1
FOODS,CA_1,CA,d_101,2199,2011-05-09,11115,Monday,3,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_102,2044,2011-05-10,11115,Tuesday,4,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,CA_1,CA,d_103,1797,2011-05-11,11115,Wednesday,5,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_104,1630,2011-05-12,11115,Thursday,6,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_105,2078,2011-05-13,11115,Friday,7,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,CA_1,CA,d_106,2608,2011-05-14,11116,Saturday,1,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,1
FOODS,CA_1,CA,d_107,2704,2011-05-15,11116,Sunday,2,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,CA_1,CA,d_108,1651,2011-05-16,11116,Monday,3,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_109,1550,2011-05-17,11116,Tuesday,4,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_110,1535,2011-05-18,11116,Wednesday,5,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_111,1516,2011-05-19,11116,Thursday,6,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_112,1847,2011-05-20,11116,Friday,7,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_113,2332,2011-05-21,11117,Saturday,1,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_114,2525,2011-05-22,11117,Sunday,2,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_115,1648,2011-05-23,11117,Monday,3,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_116,1556,2011-05-24,11117,Tuesday,4,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_117,1512,2011-05-25,11117,Wednesday,5,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_118,1487,2011-05-26,11117,Thursday,6,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_119,1786,2011-05-27,11117,Friday,7,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_120,2140,2011-05-28,11118,Saturday,1,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_121,2270,2011-05-29,11118,Sunday,2,5,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_122,2013,2011-05-30,11118,Monday,3,5,2011,MemorialDay,National,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_123,1505,2011-05-31,11118,Tuesday,4,5,2011,NBAFinalsStart,Sporting,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_124,1701,2011-06-01,11118,Wednesday,5,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_125,1748,2011-06-02,11118,Thursday,6,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,CA_1,CA,d_126,2265,2011-06-03,11118,Friday,7,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_127,2842,2011-06-04,11119,Saturday,1,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,CA_1,CA,d_128,2832,2011-06-05,11119,Sunday,2,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,CA_1,CA,d_129,2187,2011-06-06,11119,Monday,3,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_130,1963,2011-06-07,11119,Tuesday,4,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_131,1809,2011-06-08,11119,Wednesday,5,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,CA_1,CA,d_132,2039,2011-06-09,11119,Thursday,6,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_133,2447,2011-06-10,11119,Friday,7,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,0
FOODS,CA_1,CA,d_134,2435,2011-06-11,11120,Saturday,1,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,1
FOODS,CA_1,CA,d_135,2586,2011-06-12,11120,Sunday,2,6,2011,NBAFinalsEnd,Sporting,NoEvent,NoEvent,0,1,1,1
FOODS,CA_1,CA,d_136,2215,2011-06-13,11120,Monday,3,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,CA_1,CA,d_137,2035,2011-06-14,11120,Tuesday,4,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,CA_1,CA,d_138,1973,2011-06-15,11120,Wednesday,5,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_139,1743,2011-06-16,11120,Thursday,6,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_140,1996,2011-06-17,11120,Friday,7,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_141,2539,2011-06-18,11121,Saturday,1,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_142,2200,2011-06-19,11121,Sunday,2,6,2011,Father's day,Cultural,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_143,2062,2011-06-20,11121,Monday,3,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_144,2144,2011-06-21,11121,Tuesday,4,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_145,1735,2011-06-22,11121,Wednesday,5,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_146,1806,2011-06-23,11121,Thursday,6,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_147,2092,2011-06-24,11121,Friday,7,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_148,2299,2011-06-25,11122,Saturday,1,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_149,2491,2011-06-26,11122,Sunday,2,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_150,1927,2011-06-27,11122,Monday,3,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_151,1473,2011-06-28,11122,Tuesday,4,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_152,1497,2011-06-29,11122,Wednesday,5,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_153,1752,2011-06-30,11122,Thursday,6,6,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_154,2663,2011-07-01,11122,Friday,7,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_155,3108,2011-07-02,11123,Saturday,1,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,1
FOODS,CA_1,CA,d_156,2942,2011-07-03,11123,Sunday,2,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,CA_1,CA,d_157,2038,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,NoEvent,NoEvent,1,0,0,0
FOODS,CA_1,CA,d_158,2364,2011-07-05,11123,Tuesday,4,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_159,2441,2011-07-06,11123,Wednesday,5,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,0
FOODS,CA_1,CA,d_160,2403,2011-07-07,11123,Thursday,6,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_161,2385,2011-07-08,11123,Friday,7,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
FOODS,CA_1,CA,d_162,2762,2011-07-09,11124,Saturday,1,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,1,1,1
FOODS,CA_1,CA,d_163,3066,2011-07-10,11124,Sunday,2,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,0,1
FOODS,CA_1,CA,d_164,2026,2011-07-11,11124,Monday,3,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_165,1602,2011-07-12,11124,Tuesday,4,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_166,1768,2011-07-13,11124,Wednesday,5,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,0,0
FOODS,CA_1,CA,d_167,1639,2011-07-14,11124,Thursday,6,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,1,0
FOODS,CA_1,CA,d_168,1973,2011-07-15,11124,Friday,7,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,1,1,0
FOODS,CA_1,CA,d_169,2541,2011-07-16,11125,Saturday,1,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_170,2445,2011-07-17,11125,Sunday,2,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_171,2015,2011-07-18,11125,Monday,3,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_172,1665,2011-07-19,11125,Tuesday,4,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_173,1727,2011-07-20,11125,Wednesday,5,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_174,1818,2011-07-21,11125,Thursday,6,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_175,2199,2011-07-22,11125,Friday,7,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_176,2526,2011-07-23,11126,Saturday,1,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_177,2526,2011-07-24,11126,Sunday,2,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_178,1867,2011-07-25,11126,Monday,3,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_179,1641,2011-07-26,11126,Tuesday,4,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_180,1543,2011-07-27,11126,Wednesday,5,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_181,1665,2011-07-28,11126,Thursday,6,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_182,2156,2011-07-29,11126,Friday,7,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,0
FOODS,CA_1,CA,d_183,2002,2011-07-30,11127,Saturday,1,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_184,2353,2011-07-31,11127,Sunday,2,7,2011,NoEvent,NoEvent,NoEvent,NoEvent,0,0,0,1
FOODS,CA_1,CA,d_185,1963,2011-08-01,11127,Monday,3,8,2011,Ramadan starts,Religious,NoEvent,NoEvent,1,1,0,0
FOODS,CA_1,CA,d_186,2070,2011-08-02,11127,Tuesday,4,8,2011,NoEvent,NoEvent,NoEvent,NoEvent,1,0,1,0
