id,item_id,dept_id,cat_id,store_id,state_id,ADI,CV2,demand_regime
HOBBIES_1_256_CA_1_validation,HOBBIES_1_256,HOBBIES_1,HOBBIES,CA_1,CA,1.3129718599862732,0.8152463195160917,Erratic
HOBBIES_1_268_CA_1_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_1,CA,1.257725180802104,1.3690911103124652,Erratic
HOBBIES_1_348_CA_1_validation,HOBBIES_1_348,HOBBIES_1,HOBBIES,CA_1,CA,1.2627062706270626,0.890003178698407,Erratic
HOBBIES_1_371_CA_1_validation,HOBBIES_1_371,HOBBIES_1,HOBBIES,CA_1,CA,1.2405966277561609,0.6855766872386019,Erratic
HOUSEHOLD_1_179_TX_1_validation,HOUSEHOLD_1_179,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.1051415366839976,0.514363785292967,Erratic
HOUSEHOLD_1_327_TX_1_validation,HOUSEHOLD_1_327,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.1786814540973505,0.5809272206997154,Erratic
HOUSEHOLD_1_439_TX_1_validation,HOUSEHOLD_1_439,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.10641989589358,1.042332124874947,Erratic
FOODS_3_064_CA_1_validation,FOODS_3_064,FOODS_3,FOODS,CA_1,CA,1.3396358543417366,0.3961706092098164,Intermittent
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,1.324792243767313,0.326345358472814,Intermittent
FOODS_3_090_TX_1_validation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,1.3615658362989325,0.3838006048189611,Intermittent
FOODS_3_090_WI_1_validation,FOODS_3_090,FOODS_3,FOODS,WI_1,WI,1.349083215796897,0.4569750940883333,Intermittent
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,1.5353130016051364,0.3512639454336249,Intermittent
FOODS_3_150_TX_1_validation,FOODS_3_150,FOODS_3,FOODS,TX_1,TX,1.3943148688046647,0.3457009195750913,Intermittent
FOODS_3_219_WI_1_validation,FOODS_3_219,FOODS_3,FOODS,WI_1,WI,1.4492424242424242,0.4735378693738756,Intermittent
FOODS_3_282_CA_1_validation,FOODS_3_282,FOODS_3,FOODS,CA_1,CA,1.9885654885654889,0.279377133326297,Intermittent
FOODS_3_288_CA_1_validation,FOODS_3_288,FOODS_3,FOODS,CA_1,CA,1.7795348837209302,0.3354479016667904,Intermittent
FOODS_3_329_CA_1_validation,FOODS_3_329,FOODS_3,FOODS,CA_1,CA,2.154279279279279,0.262252210350014,Intermittent
FOODS_3_351_CA_1_validation,FOODS_3_351,FOODS_3,FOODS,CA_1,CA,1.3358938547486034,0.3278784483142397,Intermittent
FOODS_3_362_CA_1_validation,FOODS_3_362,FOODS_3,FOODS,CA_1,CA,2.1302895322939865,0.2229563862809116,Intermittent
FOODS_3_455_TX_1_validation,FOODS_3_455,FOODS_3,FOODS,TX_1,TX,1.472671285604311,0.4055435695836706,Intermittent
FOODS_3_491_CA_1_validation,FOODS_3_491,FOODS_3,FOODS,CA_1,CA,1.3312456506610997,0.3477921952245021,Intermittent
FOODS_3_491_WI_1_validation,FOODS_3_491,FOODS_3,FOODS,WI_1,WI,1.3396358543417366,0.3924575538846102,Intermittent
FOODS_3_499_CA_1_validation,FOODS_3_499,FOODS_3,FOODS,CA_1,CA,1.8884501480750249,0.253462469510789,Intermittent
FOODS_3_587_WI_1_validation,FOODS_3_587,FOODS_3,FOODS,WI_1,WI,1.3443429374560787,0.3360387422091657,Intermittent
FOODS_3_607_CA_1_validation,FOODS_3_607,FOODS_3,FOODS,CA_1,CA,1.4514415781487102,0.4316578570534519,Intermittent
FOODS_3_607_TX_1_validation,FOODS_3_607,FOODS_3,FOODS,TX_1,TX,1.453647416413374,0.3347562402835056,Intermittent
FOODS_3_723_CA_1_validation,FOODS_3_723,FOODS_3,FOODS,CA_1,CA,1.3211325966850829,0.3966826487172886,Intermittent
FOODS_3_723_TX_1_validation,FOODS_3_723,FOODS_3,FOODS,TX_1,TX,1.3257103257103258,0.3776703251882925,Intermittent
FOODS_3_739_CA_1_validation,FOODS_3_739,FOODS_3,FOODS,CA_1,CA,1.799623706491063,0.3035790592937598,Intermittent
FOODS_3_755_CA_1_validation,FOODS_3_755,FOODS_3,FOODS,CA_1,CA,1.338698390482855,0.3687844841206285,Intermittent
FOODS_3_764_CA_1_validation,FOODS_3_764,FOODS_3,FOODS,CA_1,CA,1.4603053435114504,0.2860943344506805,Intermittent
FOODS_3_800_TX_1_validation,FOODS_3_800,FOODS_3,FOODS,TX_1,TX,1.3812274368231048,0.3394620616846788,Intermittent
FOODS_3_811_CA_1_validation,FOODS_3_811,FOODS_3,FOODS,CA_1,CA,1.3732950466618807,0.3766047610946912,Intermittent
FOODS_3_811_TX_1_validation,FOODS_3_811,FOODS_3,FOODS,TX_1,TX,1.4772200772200772,0.403175133555323,Intermittent
HOUSEHOLD_1_110_TX_1_validation,HOUSEHOLD_1_110,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.5822994210090984,0.181967691589047,Intermittent
HOUSEHOLD_1_334_TX_1_validation,HOUSEHOLD_1_334,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.424422933730454,0.390847819414913,Intermittent
HOUSEHOLD_1_459_TX_1_validation,HOUSEHOLD_1_459,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.4086892488954346,0.3600798427881424,Intermittent
FOODS_3_007_TX_1_validation,FOODS_3_007,FOODS_3,FOODS,TX_1,TX,1.3644793152639088,1.150702809681751,Lumpy
FOODS_3_030_CA_1_validation,FOODS_3_030,FOODS_3,FOODS,CA_1,CA,1.438345864661654,1.0254539407512089,Lumpy
FOODS_3_030_TX_1_validation,FOODS_3_030,FOODS_3,FOODS,TX_1,TX,1.3229598893499308,0.9257737465345336,Lumpy
FOODS_3_086_TX_1_validation,FOODS_3_086,FOODS_3,FOODS,TX_1,TX,1.386231884057971,0.769110751592495,Lumpy
FOODS_3_219_CA_1_validation,FOODS_3_219,FOODS_3,FOODS,CA_1,CA,1.4738058551617874,0.594896090113744,Lumpy
FOODS_3_234_CA_1_validation,FOODS_3_234,FOODS_3,FOODS,CA_1,CA,1.4591914569031277,0.7618218744503324,Lumpy
FOODS_3_234_TX_1_validation,FOODS_3_234,FOODS_3,FOODS,TX_1,TX,1.4956997654417514,1.5962786111165177,Lumpy
FOODS_3_245_TX_1_validation,FOODS_3_245,FOODS_3,FOODS,TX_1,TX,1.5074862096138693,0.5814416823902125,Lumpy
FOODS_3_281_CA_1_validation,FOODS_3_281,FOODS_3,FOODS,CA_1,CA,1.5304,0.7001989468715603,Lumpy
FOODS_3_318_CA_1_validation,FOODS_3_318,FOODS_3,FOODS,CA_1,CA,1.434032983508246,0.869822917580121,Lumpy
FOODS_3_318_WI_1_validation,FOODS_3_318,FOODS_3,FOODS,WI_1,WI,1.4265473527218493,0.6714033383378962,Lumpy
FOODS_3_412_TX_1_validation,FOODS_3_412,FOODS_3,FOODS,TX_1,TX,1.5291766586730615,1.227857654537038,Lumpy
FOODS_3_435_WI_1_validation,FOODS_3_435,FOODS_3,FOODS,WI_1,WI,1.407652685798381,0.603481902449465,Lumpy
FOODS_3_455_CA_1_validation,FOODS_3_455,FOODS_3,FOODS,CA_1,CA,1.488715953307393,0.5074208711239394,Lumpy
FOODS_3_498_TX_1_validation,FOODS_3_498,FOODS_3,FOODS,TX_1,TX,1.353857041755131,1.763883258935068,Lumpy
FOODS_3_541_TX_1_validation,FOODS_3_541,FOODS_3,FOODS,TX_1,TX,1.3812274368231048,0.9462681781902892,Lumpy
FOODS_3_547_TX_1_validation,FOODS_3_547,FOODS_3,FOODS,TX_1,TX,1.4772200772200772,1.5126725723931536,Lumpy
FOODS_3_635_TX_1_validation,FOODS_3_635,FOODS_3,FOODS,TX_1,TX,1.3321727019498608,0.829673449037105,Lumpy
FOODS_3_711_CA_1_validation,FOODS_3_711,FOODS_3,FOODS,CA_1,CA,1.5182539682539682,0.8119210030984882,Lumpy
FOODS_3_711_TX_1_validation,FOODS_3_711,FOODS_3,FOODS,TX_1,TX,1.4180874722016308,1.3301537757202748,Lumpy
FOODS_3_723_WI_1_validation,FOODS_3_723,FOODS_3,FOODS,WI_1,WI,1.349083215796897,0.6077981031186468,Lumpy
FOODS_3_752_CA_1_validation,FOODS_3_752,FOODS_3,FOODS,CA_1,CA,1.4647779479326186,0.8801421562291611,Lumpy
HOBBIES_1_008_CA_1_validation,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA_1,CA,1.388243831640058,0.8657623972921403,Lumpy
HOBBIES_1_048_CA_1_validation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,1.6322525597269624,0.7089591595314153,Lumpy
HOBBIES_1_278_CA_1_validation,HOBBIES_1_278,HOBBIES_1,HOBBIES,CA_1,CA,1.732789855072464,1.4882929003903589,Lumpy
HOBBIES_1_295_CA_1_validation,HOBBIES_1_295,HOBBIES_1,HOBBIES,CA_1,CA,1.3303198887343533,0.9864041076272682,Lumpy
HOBBIES_1_341_CA_1_validation,HOBBIES_1_341,HOBBIES_1,HOBBIES,CA_1,CA,1.352899575671853,1.0003530178731288,Lumpy
HOBBIES_1_370_CA_1_validation,HOBBIES_1_370,HOBBIES_1,HOBBIES,CA_1,CA,1.434032983508246,1.0711893700431745,Lumpy
HOUSEHOLD_1_277_TX_1_validation,HOUSEHOLD_1_277,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.5110584518167456,0.4916717279133921,Lumpy
HOUSEHOLD_1_303_TX_1_validation,HOUSEHOLD_1_303,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,1.3953318745441283,0.5203152416385971,Lumpy
FOODS_3_042_WI_1_validation,FOODS_3_042,FOODS_3,FOODS,WI_1,WI,1.0036726128016789,0.1696506442942672,Smooth
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,1.0031463030938648,0.1402866358266775,Smooth
FOODS_3_080_WI_1_validation,FOODS_3_080,FOODS_3,FOODS,WI_1,WI,1.0036726128016789,0.1773682294246198,Smooth
FOODS_3_099_CA_1_validation,FOODS_3_099,FOODS_3,FOODS,CA_1,CA,1.0499451152579582,0.1506641278053367,Smooth
FOODS_3_202_CA_1_validation,FOODS_3_202,FOODS_3,FOODS,CA_1,CA,1.1239717978848414,0.2340975859846931,Smooth
FOODS_3_202_TX_1_validation,FOODS_3_202,FOODS_3,FOODS,TX_1,TX,1.1359857482185274,0.3166866032552007,Smooth
FOODS_3_226_TX_1_validation,FOODS_3_226,FOODS_3,FOODS,TX_1,TX,1.032379924446843,0.1960885496534307,Smooth
FOODS_3_226_WI_1_validation,FOODS_3_226,FOODS_3,FOODS,WI_1,WI,1.0031463030938648,0.1213641465120286,Smooth
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,1.0031463030938648,0.2244032456358733,Smooth
FOODS_3_252_TX_1_validation,FOODS_3_252,FOODS_3,FOODS,TX_1,TX,1.004199475065617,0.2392981249034237,Smooth
FOODS_3_295_CA_1_validation,FOODS_3_295,FOODS_3,FOODS,CA_1,CA,1.1475704859028195,0.416238297921677,Smooth
FOODS_3_377_CA_1_validation,FOODS_3_377,FOODS_3,FOODS,CA_1,CA,1.0047268907563025,0.1777879034545273,Smooth
FOODS_3_377_TX_1_validation,FOODS_3_377,FOODS_3,FOODS,TX_1,TX,1.0105652403592182,0.1715623513422882,Smooth
FOODS_3_501_CA_1_validation,FOODS_3_501,FOODS_3,FOODS,CA_1,CA,1.1586917019987886,0.4758669743686501,Smooth
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,1.0031463030938648,0.1529647048905786,Smooth
FOODS_3_555_TX_1_validation,FOODS_3_555,FOODS_3,FOODS,TX_1,TX,1.0143160127253446,0.2399857627972303,Smooth
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,1.0036726128016789,0.1238800496553815,Smooth
FOODS_3_586_TX_1_validation,FOODS_3_586,FOODS_3,FOODS,TX_1,TX,1.0073723012111635,0.1043219214339142,Smooth
FOODS_3_586_WI_1_validation,FOODS_3_586,FOODS_3,FOODS,WI_1,WI,1.004199475065617,0.1811217676734716,Smooth
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,1.312071330589849,0.2417673790965718,Smooth
FOODS_3_587_TX_1_validation,FOODS_3_587,FOODS_3,FOODS,TX_1,TX,1.1332938388625593,0.2057142057048477,Smooth
FOODS_3_668_WI_1_validation,FOODS_3_668,FOODS_3,FOODS,WI_1,WI,1.004199475065617,0.1659334801100208,Smooth
FOODS_3_694_CA_1_validation,FOODS_3_694,FOODS_3,FOODS,CA_1,CA,1.004199475065617,0.1919207645746739,Smooth
FOODS_3_694_TX_1_validation,FOODS_3_694,FOODS_3,FOODS,TX_1,TX,1.01863684771033,0.1646819536053178,Smooth
FOODS_3_694_WI_1_validation,FOODS_3_694,FOODS_3,FOODS,WI_1,WI,1.0047268907563025,0.1570325468002041,Smooth
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,1.0036726128016789,0.2586244655884454,Smooth
FOODS_3_714_TX_1_validation,FOODS_3_714,FOODS_3,FOODS,TX_1,TX,1.0296017222820235,0.2590983504405713,Smooth
FOODS_3_714_WI_1_validation,FOODS_3_714,FOODS_3,FOODS,WI_1,WI,1.0073723012111635,0.2881376160458285,Smooth
FOODS_3_741_CA_1_validation,FOODS_3_741,FOODS_3,FOODS,CA_1,CA,1.0693124650642818,0.4500050743556918,Smooth
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA_1,CA,1.0869318181818182,0.2207877833600644,Smooth
